id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
23123,38.1,49.6,27.8,Clayey,Flowers,40.9,49.9,38.1,17-17-17
15860,23.2,70.9,46.9,Silty,Potato,28.0,1.8,28.0,28-28
32336,29.5,65.2,40.1,Clayey,Wheat,20.0,2.6,20.0,20-20
9948,28.9,56.5,45.4,Sandy,Cotton,18.9,1.1,47.4,DAP
36562,27.3,69.1,51.8,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
20040,22.4,70.1,45.1,Loamy,Tomato,28.0,4.0,28.0,28-28
20712,23.9,55.7,40.8,Loamy,Tomato,28.0,1.3,28.0,28-28
21494,23.5,68.8,43.8,Silty,Fruits,17.0,17.0,17.0,17-17-17
17552,28.1,74.5,36.5,Loamy,Tomato,28.0,2.2,28.0,28-28
32729,32.7,64.9,45.5,Sandy,Rice,20.0,1.9,20.0,20-20
47021,18.9,71.2,42.7,Silty,Chilli,10.0,26.0,26.0,10-26-26
47366,25.6,62.8,54.8,Silty,Chilli,10.0,26.0,26.0,10-26-26
35686,30.1,65.5,37.6,Clayey,Rice,20.0,3.1,20.0,20-20
5587,30.5,76.0,52.0,Loamy,Maize,47.6,1.1,2.2,Urea
14606,29.0,71.9,49.9,Silty,Tomato,28.0,3.8,28.0,28-28
39095,23.4,66.0,38.9,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
31671,26.5,52.3,43.1,Sandy,Rice,20.0,1.3,20.0,20-20
1516,29.8,75.7,48.6,Clayey,Maize,43.9,4.0,2.4,Urea
35140,29.5,51.6,58.8,Sandy,Onion,14.1,24.1,41.5,20-20
3433,34.9,70.5,56.9,Clayey,Maize,41.5,2.1,4.0,Urea
20864,29.5,71.2,44.0,Silty,Tomato,28.0,4.3,28.0,28-28
4240,28.6,72.4,43.5,Loamy,Rice,49.8,4.6,1.2,Urea
19774,24.1,59.3,35.4,Loamy,Tomato,28.0,2.1,28.0,28-28
34159,34.7,51.2,45.0,Clayey,Rice,20.0,3.5,20.0,20-20
894,33.8,70.5,56.5,Clayey,Rice,46.6,0.5,0.3,Urea
39868,26.5,73.0,46.7,Loamy,Cotton,14.0,14.0,35.0,14-35-14
26427,26.3,78.5,50.0,Loamy,Flowers,17.0,17.0,17.0,17-17-17
5075,30.2,71.1,59.0,Clayey,Maize,42.1,2.5,2.9,Urea
24901,20.8,68.6,42.7,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
25792,25.2,67.5,52.0,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
15188,24.0,65.6,43.2,Loamy,Potato,28.0,2.4,28.0,28-28
2934,25.4,66.2,51.5,Loamy,Maize,42.9,3.9,0.2,Urea
32331,32.4,64.5,47.5,Sandy,Wheat,20.0,3.5,20.0,20-20
29266,27.9,51.4,33.4,Clayey,Rice,20.0,3.5,20.0,20-20
11971,25.8,55.2,49.8,Loamy,Cotton,18.9,1.4,46.2,DAP
48995,18.8,68.1,57.2,Silty,Chilli,10.0,26.0,26.0,10-26-26
28023,18.0,65.8,43.5,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
1130,31.3,71.9,46.4,Clayey,Maize,45.5,0.0,4.0,Urea
732,25.8,73.4,53.8,Loamy,Wheat,41.4,0.2,2.6,Urea
11111,21.4,54.4,47.5,Sandy,Groundnut,19.3,1.7,47.3,DAP
30330,31.1,69.2,37.4,Clayey,Rice,20.0,0.3,20.0,20-20
3085,31.3,78.6,51.5,Clayey,Wheat,40.3,3.8,4.5,Urea
7298,29.9,50.7,37.6,Sandy,Groundnut,18.8,0.9,47.0,DAP
37357,29.1,56.9,54.7,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
31927,25.1,51.7,39.9,Sandy,Wheat,20.0,0.9,20.0,20-20
2796,25.9,69.5,49.3,Loamy,Rice,48.0,0.8,2.2,Urea
25364,24.8,68.5,40.3,Silty,Flowers,17.0,17.0,17.0,17-17-17
7602,26.5,88.9,48.6,Silty,Flowers,7.1,22.6,35.9,DAP
799,33.5,73.7,41.0,Loamy,Rice,48.1,4.6,3.9,Urea
22617,23.9,76.2,59.7,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
17119,29.3,57.4,37.6,Silty,Potato,28.0,0.5,28.0,28-28
43711,27.5,61.2,56.0,Loamy,Potato,10.0,26.0,26.0,10-26-26
179,33.0,78.4,52.0,Loamy,Maize,48.6,0.6,3.8,Urea
17559,31.4,64.4,42.3,Silty,Tomato,28.0,0.8,28.0,28-28
13799,21.7,69.2,44.0,Loamy,Cotton,18.3,1.9,46.5,DAP
42599,22.8,64.2,40.2,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
17175,23.7,73.2,43.6,Silty,Onion,28.0,2.4,28.0,28-28
32568,25.8,59.9,39.8,Sandy,Rice,20.0,0.7,20.0,20-20
27778,19.3,62.6,43.5,Silty,Vegetables,17.0,17.0,17.0,17-17-17
32967,33.4,66.5,39.7,Clayey,Rice,20.0,2.4,20.0,20-20
24649,20.9,70.5,44.0,Silty,Fruits,17.0,17.0,17.0,17-17-17
29770,28.7,53.1,44.0,Clayey,Rice,20.0,4.1,20.0,20-20
16933,23.4,71.9,47.7,Silty,Tomato,28.0,0.9,28.0,28-28
12941,27.1,54.3,43.3,Loamy,Cotton,19.4,1.8,47.4,DAP
23850,19.1,72.4,58.8,Silty,Vegetables,17.0,17.0,17.0,17-17-17
11773,28.7,62.3,32.1,Sandy,Groundnut,19.1,1.4,47.6,DAP
38499,20.8,74.7,36.9,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
4617,29.8,60.8,46.1,Loamy,Rice,48.3,0.0,4.0,Urea
15104,27.9,56.7,35.9,Silty,Potato,28.0,4.5,28.0,28-28
7534,29.1,62.5,41.6,Loamy,Cotton,18.5,1.9,46.7,DAP
67,31.7,72.4,47.2,Loamy,Maize,49.5,1.1,3.0,Urea
49250,23.1,69.5,46.7,Silty,Potato,10.0,26.0,26.0,10-26-26
37481,22.5,59.4,39.5,Sandy,Cotton,14.0,14.0,35.0,14-35-14
21599,18.5,65.9,42.5,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
15690,23.8,68.5,43.3,Silty,Tomato,28.0,1.8,28.0,28-28
47357,21.5,71.6,45.8,Silty,Potato,10.0,26.0,26.0,10-26-26
5034,33.9,69.6,50.4,Loamy,Wheat,44.3,4.6,4.0,Urea
39684,28.4,62.9,52.6,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
35341,34.3,57.9,41.9,Sandy,Wheat,20.0,0.0,20.0,20-20
48153,23.8,76.4,52.6,Silty,Chilli,10.0,26.0,26.0,10-26-26
20226,24.3,68.3,47.0,Silty,Maize,26.2,4.8,19.1,28-28
17007,25.1,62.9,49.3,Loamy,Tomato,28.0,1.0,28.0,28-28
9874,21.3,57.6,39.3,Sandy,Sugarcane,18.5,1.7,46.1,DAP
38991,29.1,73.4,53.2,Sandy,Cotton,14.0,14.0,35.0,14-35-14
788,32.4,75.9,45.4,Loamy,Maize,43.1,3.9,4.4,Urea
3333,30.0,60.2,52.3,Clayey,Rice,44.1,3.5,0.3,Urea
30967,30.6,55.3,33.2,Sandy,Rice,20.0,0.2,20.0,20-20
49551,25.8,76.8,58.9,Loamy,Potato,10.0,26.0,26.0,10-26-26
6009,34.6,77.7,45.6,Loamy,Rice,48.2,1.5,2.9,Urea
24163,25.6,70.6,50.4,Silty,Vegetables,17.0,17.0,17.0,17-17-17
8335,21.4,51.5,40.4,Loamy,Groundnut,18.5,2.0,46.7,DAP
48613,26.5,79.6,54.0,Loamy,Chilli,10.0,26.0,26.0,10-26-26
6298,31.9,71.8,51.3,Clayey,Wheat,46.1,1.7,3.3,Urea
32265,34.8,61.0,46.8,Clayey,Wheat,20.0,3.4,20.0,20-20
1192,32.8,65.2,43.3,Loamy,Rice,47.9,2.6,0.7,Urea
516,25.9,61.1,42.1,Clayey,Maize,44.8,2.7,2.9,Urea
30735,33.6,64.5,34.0,Clayey,Wheat,20.0,1.0,20.0,20-20
30025,31.5,55.9,32.3,Sandy,Rice,20.0,3.1,20.0,20-20
37245,21.5,72.3,41.4,Sandy,Cotton,14.0,14.0,35.0,14-35-14
27224,25.0,78.4,56.8,Loamy,Flowers,17.0,17.0,17.0,17-17-17
21436,24.7,74.3,55.0,Silty,Vegetables,17.0,17.0,17.0,17-17-17
23284,20.4,60.1,45.2,Silty,Vegetables,17.0,17.0,17.0,17-17-17
43001,26.2,76.7,53.0,Loamy,Chilli,10.0,26.0,26.0,10-26-26
1002,30.7,69.6,49.8,Clayey,Rice,48.7,3.4,0.6,Urea
14623,30.2,57.9,36.2,Silty,Onion,28.0,3.1,28.0,28-28
18983,26.6,71.4,53.1,Loamy,Onion,28.0,1.6,28.0,28-28
17899,27.4,66.3,52.5,Loamy,Potato,28.0,2.4,28.0,28-28
6192,31.1,75.3,43.8,Loamy,Wheat,48.0,0.4,3.0,Urea
14176,21.6,51.4,39.9,Sandy,Cotton,18.2,0.0,46.9,DAP
40006,29.3,62.9,50.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
5754,27.7,47.6,66.6,Sandy,Chilli,17.4,32.2,23.9,Urea
34837,27.6,61.2,46.9,Sandy,Wheat,20.0,3.0,20.0,20-20
40582,22.3,63.2,54.2,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
41005,22.5,74.3,36.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
16253,24.6,58.0,36.5,Loamy,Tomato,28.0,3.2,28.0,28-28
24921,18.1,60.7,45.0,Silty,Fruits,17.0,17.0,17.0,17-17-17
15906,22.4,65.3,42.2,Silty,Potato,28.0,1.0,28.0,28-28
1463,30.2,74.9,56.3,Clayey,Maize,43.2,3.0,4.3,Urea
24300,24.7,70.7,40.9,Silty,Fruits,17.0,17.0,17.0,17-17-17
18256,24.7,64.0,35.3,Silty,Potato,28.0,2.8,28.0,28-28
37345,23.9,55.4,52.6,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
42625,26.0,67.9,54.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
27465,25.8,76.4,52.7,Silty,Vegetables,17.0,17.0,17.0,17-17-17
45264,27.5,76.8,55.6,Loamy,Chilli,10.0,26.0,26.0,10-26-26
7350,24.7,54.4,48.9,Sandy,Sugarcane,20.0,2.0,46.3,DAP
4819,34.9,60.0,59.7,Clayey,Wheat,49.3,4.6,3.5,Urea
221,34.6,74.8,47.1,Loamy,Wheat,40.7,0.1,0.4,Urea
26338,20.4,65.2,57.6,Silty,Fruits,17.0,17.0,17.0,17-17-17
44408,19.4,74.6,55.8,Loamy,Chilli,10.0,26.0,26.0,10-26-26
12633,28.3,67.3,37.0,Loamy,Cotton,19.7,1.2,47.8,DAP
19938,26.7,66.3,47.1,Silty,Tomato,28.0,0.8,28.0,28-28
27774,21.7,62.2,57.2,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
4604,31.9,61.6,48.2,Loamy,Maize,48.4,1.4,4.5,Urea
37017,29.6,72.7,43.1,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
22500,23.0,61.0,43.8,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
39256,26.7,67.8,42.8,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
7037,31.3,67.9,41.5,Clayey,Wheat,40.9,0.6,1.7,Urea
42225,25.6,67.3,42.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
5651,26.1,78.2,46.6,Loamy,Rice,47.1,2.0,0.4,Urea
28312,20.5,61.3,41.6,Loamy,Fruits,17.0,17.0,17.0,17-17-17
17633,28.5,60.2,39.0,Loamy,Potato,28.0,4.3,28.0,28-28
46119,27.7,77.4,42.9,Loamy,Tomato,10.0,26.0,26.0,10-26-26
48994,20.5,76.0,57.4,Silty,Tomato,10.0,26.0,26.0,10-26-26
29864,25.2,50.0,38.9,Sandy,Rice,20.0,2.1,20.0,20-20
2882,33.9,66.5,58.3,Clayey,Maize,44.9,4.5,0.3,Urea
18062,28.1,74.6,40.4,Loamy,Potato,28.0,3.6,28.0,28-28
42059,28.0,41.8,32.5,Silty,Fruits,26.5,6.5,48.0,14-35-14
22445,27.7,65.9,45.5,Silty,Vegetables,17.0,17.0,17.0,17-17-17
902,31.2,73.5,55.5,Clayey,Maize,44.2,0.6,0.6,Urea
18982,25.2,56.6,39.8,Loamy,Potato,28.0,4.8,28.0,28-28
39933,27.0,66.7,52.6,Loamy,Cotton,14.0,14.0,35.0,14-35-14
34950,25.3,56.1,45.9,Sandy,Rice,20.0,3.9,20.0,20-20
8489,23.5,65.5,49.2,Sandy,Groundnut,18.1,1.3,46.7,DAP
42482,25.9,61.4,51.9,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
30233,22.7,43.7,51.3,Loamy,Wheat,6.6,39.0,19.0,20-20
23465,24.7,63.2,42.1,Silty,Flowers,17.0,17.0,17.0,17-17-17
8220,25.6,67.7,34.2,Sandy,Sugarcane,19.1,1.1,47.3,DAP
1628,34.3,72.0,42.9,Clayey,Wheat,41.4,4.3,2.1,Urea
6773,27.5,77.5,43.7,Clayey,Wheat,40.7,2.0,3.3,Urea
12022,24.8,62.3,46.6,Loamy,Sugarcane,18.2,0.9,47.5,DAP
14679,26.4,66.4,45.2,Loamy,Potato,28.0,1.8,28.0,28-28
11441,28.8,55.3,36.4,Loamy,Sugarcane,19.1,1.2,46.2,DAP
44791,25.6,62.1,53.8,Silty,Chilli,10.0,26.0,26.0,10-26-26
47215,24.6,76.6,42.3,Silty,Tomato,10.0,26.0,26.0,10-26-26
28968,31.8,53.2,38.1,Clayey,Wheat,20.0,2.6,20.0,20-20
40026,21.3,64.6,52.9,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
2581,29.0,79.4,45.5,Clayey,Maize,47.1,3.5,0.1,Urea
40735,29.2,66.8,35.8,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
47133,27.3,62.2,58.4,Silty,Potato,10.0,26.0,26.0,10-26-26
34925,25.6,57.8,32.2,Clayey,Rice,20.0,2.2,20.0,20-20
4341,34.9,68.1,58.0,Clayey,Wheat,42.4,0.8,0.4,Urea
46103,37.7,89.7,31.7,Clayey,Rice,29.3,31.8,30.4,10-26-26
42331,22.6,59.6,52.7,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
35462,32.1,64.0,39.2,Clayey,Wheat,20.0,4.7,20.0,20-20
18772,29.5,65.2,49.5,Silty,Onion,28.0,0.6,28.0,28-28
1074,27.3,66.6,44.2,Clayey,Maize,41.7,4.3,4.8,Urea
21639,22.1,61.8,42.1,Loamy,Flowers,17.0,17.0,17.0,17-17-17
17066,23.2,65.4,51.5,Loamy,Tomato,28.0,0.0,28.0,28-28
37299,30.0,56.0,47.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
29352,25.9,69.3,61.8,Silty,Maize,48.7,32.5,15.0,20-20
32627,34.2,66.4,42.2,Clayey,Rice,20.0,1.0,20.0,20-20
3160,28.9,76.4,44.1,Clayey,Maize,40.2,0.8,4.1,Urea
38354,29.0,71.7,47.0,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
35756,23.5,70.5,43.5,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
21293,24.1,66.6,46.5,Loamy,Tomato,28.0,3.3,28.0,28-28
34651,30.3,64.0,44.2,Clayey,Wheat,20.0,0.9,20.0,20-20
21399,26.7,59.5,53.3,Loamy,Tomato,28.0,2.7,28.0,28-28
31335,26.4,56.0,45.0,Sandy,Wheat,20.0,0.0,20.0,20-20
18325,27.6,72.6,47.1,Silty,Tomato,28.0,0.4,28.0,28-28
19681,28.5,66.0,37.6,Loamy,Tomato,28.0,3.2,28.0,28-28
5975,21.4,67.6,23.8,Clayey,Fruits,29.6,0.4,5.3,Urea
3730,27.9,72.5,55.3,Clayey,Maize,42.2,0.2,3.9,Urea
491,29.1,62.5,43.4,Loamy,Wheat,45.5,1.7,3.7,Urea
22093,19.8,77.6,42.0,Loamy,Flowers,17.0,17.0,17.0,17-17-17
33950,28.9,51.3,48.0,Sandy,Wheat,20.0,4.9,20.0,20-20
1376,25.5,68.5,58.6,Clayey,Maize,48.3,0.3,1.5,Urea
37783,21.7,64.3,45.7,Sandy,Cotton,14.0,14.0,35.0,14-35-14
31659,27.8,65.7,31.1,Clayey,Wheat,20.0,4.6,20.0,20-20
17011,27.9,70.4,42.5,Silty,Onion,28.0,3.6,28.0,28-28
4759,26.3,79.1,46.7,Clayey,Rice,46.1,3.5,0.2,Urea
30342,26.2,62.3,35.4,Clayey,Rice,20.0,2.2,20.0,20-20
10305,28.3,57.2,32.6,Sandy,Cotton,19.4,0.5,47.8,DAP
6041,32.4,68.4,57.6,Clayey,Wheat,44.0,0.7,4.9,Urea
28757,30.2,58.5,47.3,Sandy,Rice,20.0,3.8,20.0,20-20
2842,25.7,69.1,54.8,Clayey,Maize,46.2,0.1,4.2,Urea
36949,28.4,63.0,50.9,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
36855,21.3,62.9,42.7,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
47672,35.1,59.3,54.5,Sandy,Wheat,50.0,36.0,26.9,10-26-26
2888,28.7,67.4,56.1,Clayey,Maize,42.0,0.6,1.5,Urea
8877,22.6,66.9,37.5,Sandy,Groundnut,19.7,1.3,46.1,DAP
20924,24.1,70.7,42.3,Silty,Tomato,28.0,0.2,28.0,28-28
23068,22.2,69.4,56.5,Silty,Vegetables,17.0,17.0,17.0,17-17-17
39440,27.5,55.0,51.1,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
14998,30.5,60.6,40.8,Silty,Tomato,28.0,0.2,28.0,28-28
22838,27.1,67.6,53.6,Loamy,Flowers,17.0,17.0,17.0,17-17-17
41980,29.6,73.0,47.0,Loamy,Cotton,14.0,14.0,35.0,14-35-14
17751,21.2,48.2,64.0,Clayey,Fruits,10.6,8.4,26.5,28-28
47275,20.2,60.7,41.0,Loamy,Tomato,10.0,26.0,26.0,10-26-26
19024,22.3,69.0,36.7,Loamy,Potato,28.0,4.9,28.0,28-28
17576,28.1,70.9,49.4,Loamy,Tomato,28.0,2.1,28.0,28-28
5603,29.9,72.8,46.6,Loamy,Wheat,47.7,0.9,4.5,Urea
32895,25.9,59.3,34.5,Clayey,Rice,20.0,2.2,20.0,20-20
13922,20.5,60.8,31.8,Loamy,Groundnut,19.5,1.8,46.5,DAP
5731,32.6,62.0,53.4,Loamy,Maize,42.9,1.8,0.4,Urea
14746,25.6,73.5,46.6,Loamy,Potato,28.0,1.4,28.0,28-28
5297,32.8,64.8,41.0,Clayey,Wheat,45.1,4.3,1.9,Urea
13852,21.9,64.8,47.5,Sandy,Groundnut,19.7,0.2,47.0,DAP
45470,25.2,66.6,48.4,Loamy,Chilli,10.0,26.0,26.0,10-26-26
17697,23.1,59.7,50.8,Loamy,Onion,28.0,1.0,28.0,28-28
25275,26.9,75.6,58.2,Loamy,Fruits,17.0,17.0,17.0,17-17-17
42940,26.8,62.4,40.9,Silty,Chilli,10.0,26.0,26.0,10-26-26
28380,23.3,77.8,40.3,Silty,Fruits,17.0,17.0,17.0,17-17-17
20919,30.7,66.9,42.5,Silty,Potato,28.0,0.1,28.0,28-28
42834,28.1,63.9,45.0,Loamy,Cotton,14.0,14.0,35.0,14-35-14
40438,24.4,72.5,44.6,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
6870,34.9,79.6,57.3,Clayey,Maize,43.2,0.6,1.6,Urea
21043,25.7,66.6,46.9,Loamy,Tomato,28.0,5.0,28.0,28-28
43241,19.1,71.7,46.7,Loamy,Potato,10.0,26.0,26.0,10-26-26
9944,24.8,61.9,40.9,Loamy,Sugarcane,19.6,0.4,47.7,DAP
9644,29.9,58.4,32.7,Sandy,Groundnut,18.1,0.1,46.4,DAP
14893,28.8,57.4,48.1,Silty,Potato,28.0,1.5,28.0,28-28
29710,33.5,52.8,34.8,Clayey,Rice,20.0,3.0,20.0,20-20
39662,24.0,73.9,42.4,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
39450,29.3,57.3,41.6,Sandy,Cotton,14.0,14.0,35.0,14-35-14
38197,21.8,57.8,50.5,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
9191,22.1,56.3,31.5,Sandy,Groundnut,19.8,1.8,46.1,DAP
48020,20.1,63.1,56.6,Loamy,Potato,10.0,26.0,26.0,10-26-26
21651,33.8,77.6,41.4,Clayey,Sugarcane,0.9,46.2,12.1,17-17-17
3787,32.8,64.2,54.6,Loamy,Rice,45.8,4.6,4.5,Urea
34553,30.4,54.8,48.7,Clayey,Wheat,20.0,0.9,20.0,20-20
29810,33.9,53.1,42.9,Clayey,Wheat,20.0,3.7,20.0,20-20
39885,21.2,64.9,46.4,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
4684,26.8,74.9,55.6,Loamy,Rice,43.5,1.2,0.4,Urea
42815,25.3,66.1,39.5,Sandy,Cotton,14.0,14.0,35.0,14-35-14
4271,30.1,78.9,58.7,Loamy,Rice,46.7,2.7,2.8,Urea
32114,33.2,76.5,36.4,Sandy,Groundnut,33.7,30.1,33.2,20-20
34807,30.0,56.6,37.6,Sandy,Wheat,20.0,0.6,20.0,20-20
20426,23.0,63.2,37.0,Clayey,Tomato,17.1,20.8,32.0,28-28
42050,23.9,61.3,29.8,Silty,Rice,29.7,5.8,40.7,14-35-14
19282,23.2,60.2,36.2,Loamy,Tomato,28.0,0.5,28.0,28-28
48352,22.7,77.4,40.7,Silty,Tomato,10.0,26.0,26.0,10-26-26
44947,22.2,74.0,51.0,Silty,Tomato,10.0,26.0,26.0,10-26-26
40645,27.4,71.5,42.0,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
3341,28.1,60.5,44.3,Clayey,Maize,41.7,3.9,3.0,Urea
43898,24.4,69.3,57.5,Loamy,Chilli,10.0,26.0,26.0,10-26-26
19038,30.7,57.3,43.1,Silty,Potato,28.0,0.4,28.0,28-28
32231,30.7,68.3,36.1,Clayey,Rice,20.0,3.9,20.0,20-20
38680,23.7,55.7,43.4,Sandy,Cotton,14.0,14.0,35.0,14-35-14
14288,30.4,62.6,54.4,Loamy,Potato,28.0,0.5,28.0,28-28
41864,34.5,75.5,50.2,Loamy,Vegetables,32.7,24.8,39.6,14-35-14
41283,21.7,66.8,53.0,Sandy,Cotton,14.0,14.0,35.0,14-35-14
2032,34.0,74.9,42.1,Clayey,Wheat,43.0,0.9,1.6,Urea
21474,18.2,79.9,46.4,Silty,Flowers,17.0,17.0,17.0,17-17-17
17198,23.1,66.0,47.0,Silty,Potato,28.0,4.3,28.0,28-28
7236,28.1,64.1,47.4,Sandy,Groundnut,19.9,1.2,46.9,DAP
12756,28.3,67.9,50.0,Loamy,Sugarcane,20.0,1.2,47.6,DAP
15328,27.6,65.8,52.5,Loamy,Onion,28.0,2.1,28.0,28-28
30952,28.7,51.9,39.6,Clayey,Rice,20.0,1.7,20.0,20-20
20591,15.1,47.8,40.6,Silty,Flowers,40.9,28.6,28.1,28-28
29851,30.0,64.6,40.3,Clayey,Rice,20.0,2.0,20.0,20-20
1080,33.4,68.3,55.4,Loamy,Wheat,44.8,3.4,5.0,Urea
18611,29.8,56.5,49.5,Silty,Onion,28.0,2.7,28.0,28-28
47045,19.1,79.2,46.2,Loamy,Chilli,10.0,26.0,26.0,10-26-26
28092,24.5,74.9,59.0,Silty,Vegetables,17.0,17.0,17.0,17-17-17
27282,18.8,79.9,49.9,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
38418,25.1,67.2,48.9,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
27673,25.7,77.1,57.1,Silty,Vegetables,17.0,17.0,17.0,17-17-17
26027,26.6,64.7,41.2,Loamy,Fruits,17.0,17.0,17.0,17-17-17
14319,26.2,67.3,50.5,Silty,Potato,28.0,1.3,28.0,28-28
28806,31.7,66.2,42.1,Sandy,Rice,20.0,2.6,20.0,20-20
14507,23.8,61.9,37.9,Silty,Tomato,28.0,3.0,28.0,28-28
36631,25.7,62.5,41.1,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
2937,32.8,73.0,48.8,Clayey,Wheat,44.3,3.7,3.1,Urea
3918,33.2,77.6,59.6,Clayey,Wheat,49.5,0.0,3.5,Urea
30064,25.6,55.6,46.8,Clayey,Rice,20.0,0.9,20.0,20-20
34458,32.9,68.5,46.1,Sandy,Wheat,20.0,4.6,20.0,20-20
26300,36.2,62.6,54.6,Silty,Fruits,21.5,13.0,0.8,17-17-17
28113,27.4,66.5,54.9,Silty,Fruits,17.0,17.0,17.0,17-17-17
45543,27.5,69.6,47.7,Silty,Potato,10.0,26.0,26.0,10-26-26
33074,25.1,65.4,42.4,Sandy,Rice,20.0,0.7,20.0,20-20
36825,24.5,57.2,35.4,Loamy,Cotton,14.0,14.0,35.0,14-35-14
44653,26.0,72.0,46.8,Silty,Potato,10.0,26.0,26.0,10-26-26
9838,28.6,61.5,46.9,Loamy,Cotton,18.5,1.0,47.9,DAP
9707,21.6,57.2,42.6,Sandy,Groundnut,19.3,1.9,46.9,DAP
35082,31.8,63.5,40.2,Sandy,Wheat,20.0,3.3,20.0,20-20
30721,30.9,56.4,44.7,Clayey,Rice,20.0,1.6,20.0,20-20
26028,24.8,78.0,55.5,Loamy,Fruits,17.0,17.0,17.0,17-17-17
14309,27.9,66.3,43.5,Silty,Onion,28.0,2.3,28.0,28-28
34582,26.1,50.4,48.9,Clayey,Wheat,20.0,4.1,20.0,20-20
19881,25.0,70.7,51.1,Silty,Tomato,28.0,0.8,28.0,28-28
41799,29.0,61.4,37.5,Sandy,Cotton,14.0,14.0,35.0,14-35-14
2063,30.9,60.6,42.1,Clayey,Wheat,41.2,0.4,2.6,Urea
6471,28.9,64.5,42.5,Loamy,Rice,42.4,0.5,2.8,Urea
17401,29.4,57.8,38.3,Loamy,Onion,28.0,3.9,28.0,28-28
6478,29.5,62.5,50.5,Loamy,Rice,49.9,2.9,2.6,Urea
38221,22.3,60.9,41.4,Loamy,Cotton,14.0,14.0,35.0,14-35-14
11280,25.3,66.7,41.6,Loamy,Cotton,18.2,0.0,47.1,DAP
29832,34.9,66.3,65.5,Silty,Potato,18.3,35.4,10.7,20-20
16941,30.5,73.0,44.7,Loamy,Onion,28.0,2.6,28.0,28-28
29123,34.8,50.2,37.0,Clayey,Wheat,20.0,4.8,20.0,20-20
42675,29.8,66.5,53.7,Sandy,Cotton,14.0,14.0,35.0,14-35-14
49849,19.9,72.4,49.2,Loamy,Tomato,10.0,26.0,26.0,10-26-26
37039,26.6,71.8,53.0,Loamy,Cotton,14.0,14.0,35.0,14-35-14
8532,27.7,55.0,45.9,Loamy,Sugarcane,18.8,0.7,47.2,DAP
43130,19.4,69.0,51.1,Silty,Potato,10.0,26.0,26.0,10-26-26
20471,22.3,68.9,41.0,Silty,Potato,28.0,4.8,28.0,28-28
23048,24.0,69.8,55.5,Silty,Fruits,17.0,17.0,17.0,17-17-17
9096,24.3,65.9,45.9,Loamy,Sugarcane,19.1,1.9,46.3,DAP
19523,24.4,70.8,42.3,Silty,Tomato,28.0,3.4,28.0,28-28
44638,27.5,77.0,59.2,Silty,Potato,10.0,26.0,26.0,10-26-26
32093,26.7,56.2,32.2,Clayey,Rice,20.0,0.5,20.0,20-20
16973,29.8,64.7,52.8,Silty,Tomato,28.0,1.3,28.0,28-28
36134,26.1,67.4,35.8,Sandy,Cotton,14.0,14.0,35.0,14-35-14
5516,26.7,72.0,44.7,Loamy,Rice,49.5,2.4,0.5,Urea
11782,25.3,66.5,32.0,Sandy,Groundnut,18.9,1.0,47.1,DAP
8227,23.8,68.0,47.5,Sandy,Cotton,18.9,0.2,47.2,DAP
